[2025-04-23 14:48:28,621] INFO - Loaded yaml files.
[2025-04-23 14:48:28,622] INFO - App config:
{"logger": {"level": "INFO", "handlers": ["file"], "log_file": "logs/sampling.log"}, "db": {"analyzer_server_es": {"hosts": ["http://192.168.124.240:39202"], "timeout": 10, "max_retries": 3}, "ai_server_es": {"hosts": ["http://192.168.124.250:2067"], "timeout": 10, "max_retries": 3}}, "index_definition": {"source_index": {"index_name": "alltns", "index_date": "%Y.%m", "basis_field": "accountNo", "lookback_months": 1, "cut_off_date": "2025.03.31"}, "sampled_raw_index": {"index_name": "sampled_alltns", "basis_field": "accountNo"}}, "sampling_option": {"basis_field": "accountNo", "timestamp_field": "@timestamp", "timestamp_field_format": "%Y-%m-%dT%H:%M:%S.%fZ", "exclude_basis_values_file_path": "input/fraud/fraud_basis_values.txt", "transaction_filter": {"LN_DPS_TRSC_KIND_CD_NM": "출금"}, "scroll_time": "2m", "batch_size": 10000, "max_scroll_attempts": 50, "max_scroll_docs_limit": 500000, "target_sample_size": 1000, "output": {"basis_value_file": "output/normal_sampled_basis_values.txt", "timestamp_file": "output/normal_sampled_timestamp.txt"}, "duplicate_check_batch": 5000}}
[2025-04-23 14:48:28,622] INFO - Stratification config:
{"age": {"field": "customerAge", "strat_type": "range", "mapping": "long", "ranges": [{"key": "00s", "to": 10}, {"key": "10s", "from": 10, "to": 20}, {"key": "20s", "from": 20, "to": 30}, {"key": "30s", "from": 30, "to": 40}, {"key": "40s", "from": 40, "to": 50}, {"key": "50s", "from": 50, "to": 60}, {"key": "60s", "from": 60, "to": 70}, {"key": "70s+", "from": 70}]}, "channel": {"field": "CHNL_TYP_CD_NM", "strat_type": "terms", "mapping": "keyword", "size": 20, "missing": "NA", "min_doc_count": 10}, "gender": {"field": "customerGenderName", "strat_type": "terms", "mapping": "keyword", "size": 2, "missing": "NA", "min_doc_count": 10}}
[2025-04-23 14:48:28,641] INFO - Existing indices: ['alltns-2025.02', 'alltns-2025.03']
[2025-04-23 14:48:28,641] INFO - Starting stratified sampling run...
[2025-04-23 14:48:28,641] INFO - Transaction filter: {"LN_DPS_TRSC_KIND_CD_NM": "출금"}
[2025-04-23 14:48:28,641] INFO - Stratified_query: {"query": {"bool": {"must": [{"term": {"LN_DPS_TRSC_KIND_CD_NM": "\ucd9c\uae08"}}]}}, "size": 0, "aggs": {"by_age": {"range": {"field": "customerAge", "ranges": [{"key": "00s", "to": 10}, {"key": "10s", "from": 10, "to": 20}, {"key": "20s", "from": 20, "to": 30}, {"key": "30s", "from": 30, "to": 40}, {"key": "40s", "from": 40, "to": 50}, {"key": "50s", "from": 50, "to": 60}, {"key": "60s", "from": 60, "to": 70}, {"key": "70s+", "from": 70}]}, "aggs": {"by_channel": {"terms": {"field": "CHNL_TYP_CD_NM", "size": 20, "min_doc_count": 10, "missing": "NA"}, "aggs": {"by_gender": {"terms": {"field": "customerGenderName", "size": 2, "min_doc_count": 10, "missing": "NA"}, "aggs": {}}}}}}}}
[2025-04-23 14:48:28,641] INFO - Running stratified aggregation for index: alltns-2025.02
[2025-04-23 14:48:28,646] INFO - [Index: alltns-2025.02] Total docs: 23608074
[2025-04-23 14:48:28,646] INFO - 
[alltns-2025.02 Stratified Bucket Distribution]
[2025-04-23 14:48:28,646] INFO - Bucket                                   | Count      | Percent   
[2025-04-23 14:50:23,344] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:23,344] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:23,346] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:23,352] INFO - Sampling 1 documents from bucket: {'by_age': '30s', 'by_channel': '계정단말', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:23,569] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:23,570] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:23,571] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:23,579] INFO - Sampling 1 documents from bucket: {'by_age': '30s', 'by_channel': '창구', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:23,813] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:23,814] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:23,816] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:23,823] INFO - Sampling 1 documents from bucket: {'by_age': '30s', 'by_channel': '창구', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:24,030] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:24,030] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:24,033] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:24,038] INFO - Sampling 24 documents from bucket: {'by_age': '40s', 'by_channel': '센터컷', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:24,793] INFO - Inserted 23 documents, 1 duplicates (including 0 bulk failures) from 24 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:24,793] INFO - Attempt 1: inserted 23 documents out of 24 candidates (index=alltns-2025.03, quota_left=1)
[2025-04-23 14:50:25,621] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:25,621] INFO - Attempt 2: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:25,623] INFO - Sampling completed for bucket in index alltns-2025.03: 24 documents inserted (quota: 24, attempts: 2)
[2025-04-23 14:50:25,639] INFO - Sampling 20 documents from bucket: {'by_age': '40s', 'by_channel': '센터컷', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:26,389] INFO - Inserted 19 documents, 1 duplicates (including 0 bulk failures) from 20 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:26,389] INFO - Attempt 1: inserted 19 documents out of 20 candidates (index=alltns-2025.03, quota_left=1)
[2025-04-23 14:50:27,230] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:27,230] INFO - Attempt 2: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:27,232] INFO - Sampling completed for bucket in index alltns-2025.03: 20 documents inserted (quota: 20, attempts: 2)
[2025-04-23 14:50:27,249] INFO - Sampling 16 documents from bucket: {'by_age': '40s', 'by_channel': '대외계', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:28,054] INFO - Inserted 16 documents, 0 duplicates (including 0 bulk failures) from 16 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:28,054] INFO - Attempt 1: inserted 16 documents out of 16 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:28,056] INFO - Sampling completed for bucket in index alltns-2025.03: 16 documents inserted (quota: 16, attempts: 1)
[2025-04-23 14:50:28,070] INFO - Sampling 13 documents from bucket: {'by_age': '40s', 'by_channel': '대외계', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:28,867] INFO - Inserted 13 documents, 0 duplicates (including 0 bulk failures) from 13 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:28,867] INFO - Attempt 1: inserted 13 documents out of 13 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:28,868] INFO - Sampling completed for bucket in index alltns-2025.03: 13 documents inserted (quota: 13, attempts: 1)
[2025-04-23 14:50:28,884] INFO - Sampling 12 documents from bucket: {'by_age': '40s', 'by_channel': '모바일뱅킹', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:29,766] INFO - Inserted 11 documents, 1 duplicates (including 0 bulk failures) from 12 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:29,766] INFO - Attempt 1: inserted 11 documents out of 12 candidates (index=alltns-2025.03, quota_left=1)
[2025-04-23 14:50:30,605] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:30,606] INFO - Attempt 2: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:30,608] INFO - Sampling completed for bucket in index alltns-2025.03: 12 documents inserted (quota: 12, attempts: 2)
[2025-04-23 14:50:30,624] INFO - Sampling 10 documents from bucket: {'by_age': '40s', 'by_channel': '모바일뱅킹', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:31,450] INFO - Inserted 10 documents, 0 duplicates (including 0 bulk failures) from 10 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:31,450] INFO - Attempt 1: inserted 10 documents out of 10 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:31,452] INFO - Sampling completed for bucket in index alltns-2025.03: 10 documents inserted (quota: 10, attempts: 1)
[2025-04-23 14:50:31,467] INFO - Sampling 5 documents from bucket: {'by_age': '40s', 'by_channel': '현금자동입출금기', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:32,280] INFO - Inserted 5 documents, 0 duplicates (including 0 bulk failures) from 5 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:32,280] INFO - Attempt 1: inserted 5 documents out of 5 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:32,282] INFO - Sampling completed for bucket in index alltns-2025.03: 5 documents inserted (quota: 5, attempts: 1)
[2025-04-23 14:50:32,296] INFO - Sampling 4 documents from bucket: {'by_age': '40s', 'by_channel': '현금자동입출금기', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:33,120] INFO - Inserted 4 documents, 0 duplicates (including 0 bulk failures) from 4 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:33,120] INFO - Attempt 1: inserted 4 documents out of 4 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:33,122] INFO - Sampling completed for bucket in index alltns-2025.03: 4 documents inserted (quota: 4, attempts: 1)
[2025-04-23 14:50:33,136] INFO - Sampling 3 documents from bucket: {'by_age': '40s', 'by_channel': '인터넷뱅킹', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:33,986] INFO - Inserted 3 documents, 0 duplicates (including 0 bulk failures) from 3 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:33,987] INFO - Attempt 1: inserted 3 documents out of 3 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:33,988] INFO - Sampling completed for bucket in index alltns-2025.03: 3 documents inserted (quota: 3, attempts: 1)
[2025-04-23 14:50:34,004] INFO - Sampling 2 documents from bucket: {'by_age': '40s', 'by_channel': '인터넷뱅킹', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:34,735] INFO - Inserted 2 documents, 0 duplicates (including 0 bulk failures) from 2 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:34,735] INFO - Attempt 1: inserted 2 documents out of 2 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:34,737] INFO - Sampling completed for bucket in index alltns-2025.03: 2 documents inserted (quota: 2, attempts: 1)
[2025-04-23 14:50:34,753] INFO - Sampling 2 documents from bucket: {'by_age': '40s', 'by_channel': '오픈뱅킹', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:35,523] INFO - Inserted 2 documents, 0 duplicates (including 0 bulk failures) from 2 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:35,523] INFO - Attempt 1: inserted 2 documents out of 2 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:35,526] INFO - Sampling completed for bucket in index alltns-2025.03: 2 documents inserted (quota: 2, attempts: 1)
[2025-04-23 14:50:35,540] INFO - Sampling 2 documents from bucket: {'by_age': '40s', 'by_channel': '오픈뱅킹', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:36,223] INFO - Inserted 2 documents, 0 duplicates (including 0 bulk failures) from 2 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:36,223] INFO - Attempt 1: inserted 2 documents out of 2 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:36,225] INFO - Sampling completed for bucket in index alltns-2025.03: 2 documents inserted (quota: 2, attempts: 1)
[2025-04-23 14:50:36,240] INFO - Sampling 1 documents from bucket: {'by_age': '40s', 'by_channel': '계정단말', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:36,456] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:36,456] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:36,458] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:36,464] INFO - Sampling 1 documents from bucket: {'by_age': '40s', 'by_channel': '계정단말', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:36,658] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:36,658] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:36,659] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:36,664] INFO - Sampling 1 documents from bucket: {'by_age': '40s', 'by_channel': '창구', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:36,844] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:36,844] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:36,846] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:36,851] INFO - Sampling 1 documents from bucket: {'by_age': '40s', 'by_channel': '창구', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:37,014] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:37,014] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:37,016] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:37,020] INFO - Sampling 13 documents from bucket: {'by_age': '50s', 'by_channel': '센터컷', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:37,799] INFO - Inserted 13 documents, 0 duplicates (including 0 bulk failures) from 13 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:37,799] INFO - Attempt 1: inserted 13 documents out of 13 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:37,801] INFO - Sampling completed for bucket in index alltns-2025.03: 13 documents inserted (quota: 13, attempts: 1)
[2025-04-23 14:50:37,816] INFO - Sampling 11 documents from bucket: {'by_age': '50s', 'by_channel': '센터컷', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:38,629] INFO - Inserted 11 documents, 0 duplicates (including 0 bulk failures) from 11 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:38,629] INFO - Attempt 1: inserted 11 documents out of 11 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:38,631] INFO - Sampling completed for bucket in index alltns-2025.03: 11 documents inserted (quota: 11, attempts: 1)
[2025-04-23 14:50:38,645] INFO - Sampling 9 documents from bucket: {'by_age': '50s', 'by_channel': '대외계', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:39,438] INFO - Inserted 9 documents, 0 duplicates (including 0 bulk failures) from 9 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:39,438] INFO - Attempt 1: inserted 9 documents out of 9 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:39,439] INFO - Sampling completed for bucket in index alltns-2025.03: 9 documents inserted (quota: 9, attempts: 1)
[2025-04-23 14:50:39,454] INFO - Sampling 7 documents from bucket: {'by_age': '50s', 'by_channel': '대외계', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:40,248] INFO - Inserted 7 documents, 0 duplicates (including 0 bulk failures) from 7 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:40,248] INFO - Attempt 1: inserted 7 documents out of 7 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:40,250] INFO - Sampling completed for bucket in index alltns-2025.03: 7 documents inserted (quota: 7, attempts: 1)
[2025-04-23 14:50:40,265] INFO - Sampling 6 documents from bucket: {'by_age': '50s', 'by_channel': '모바일뱅킹', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:41,127] INFO - Inserted 6 documents, 0 duplicates (including 0 bulk failures) from 6 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:41,127] INFO - Attempt 1: inserted 6 documents out of 6 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:41,129] INFO - Sampling completed for bucket in index alltns-2025.03: 6 documents inserted (quota: 6, attempts: 1)
[2025-04-23 14:50:41,145] INFO - Sampling 5 documents from bucket: {'by_age': '50s', 'by_channel': '모바일뱅킹', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:41,958] INFO - Inserted 5 documents, 0 duplicates (including 0 bulk failures) from 5 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:41,958] INFO - Attempt 1: inserted 5 documents out of 5 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:41,960] INFO - Sampling completed for bucket in index alltns-2025.03: 5 documents inserted (quota: 5, attempts: 1)
[2025-04-23 14:50:41,975] INFO - Sampling 3 documents from bucket: {'by_age': '50s', 'by_channel': '현금자동입출금기', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:42,759] INFO - Inserted 3 documents, 0 duplicates (including 0 bulk failures) from 3 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:42,759] INFO - Attempt 1: inserted 3 documents out of 3 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:42,761] INFO - Sampling completed for bucket in index alltns-2025.03: 3 documents inserted (quota: 3, attempts: 1)
[2025-04-23 14:50:42,777] INFO - Sampling 2 documents from bucket: {'by_age': '50s', 'by_channel': '현금자동입출금기', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:43,468] INFO - Inserted 2 documents, 0 duplicates (including 0 bulk failures) from 2 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:43,468] INFO - Attempt 1: inserted 2 documents out of 2 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:43,471] INFO - Sampling completed for bucket in index alltns-2025.03: 2 documents inserted (quota: 2, attempts: 1)
[2025-04-23 14:50:43,487] INFO - Sampling 1 documents from bucket: {'by_age': '50s', 'by_channel': '인터넷뱅킹', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:44,115] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:44,115] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:44,117] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:44,132] INFO - Sampling 1 documents from bucket: {'by_age': '50s', 'by_channel': '인터넷뱅킹', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:44,677] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:44,677] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:44,679] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:44,694] INFO - Sampling 1 documents from bucket: {'by_age': '50s', 'by_channel': '오픈뱅킹', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:45,265] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:45,265] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:45,267] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:45,282] INFO - Sampling 1 documents from bucket: {'by_age': '50s', 'by_channel': '오픈뱅킹', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:45,801] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:45,801] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:45,803] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:45,817] INFO - Sampling 1 documents from bucket: {'by_age': '50s', 'by_channel': '창구', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:45,941] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:45,941] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:45,942] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:45,945] INFO - Sampling 1 documents from bucket: {'by_age': '50s', 'by_channel': '창구', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:46,059] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:46,059] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:46,060] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:46,062] INFO - Sampling 1 documents from bucket: {'by_age': '50s', 'by_channel': '계정단말', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:46,200] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:46,200] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:46,202] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:46,205] INFO - Sampling 1 documents from bucket: {'by_age': '50s', 'by_channel': '계정단말', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:46,321] INFO - Inserted 1 documents, 0 duplicates (including 0 bulk failures) from 1 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:46,321] INFO - Attempt 1: inserted 1 documents out of 1 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:46,323] INFO - Sampling completed for bucket in index alltns-2025.03: 1 documents inserted (quota: 1, attempts: 1)
[2025-04-23 14:50:46,325] INFO - Sampling 7 documents from bucket: {'by_age': '60s', 'by_channel': '센터컷', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:47,120] INFO - Inserted 7 documents, 0 duplicates (including 0 bulk failures) from 7 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:47,120] INFO - Attempt 1: inserted 7 documents out of 7 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:47,121] INFO - Sampling completed for bucket in index alltns-2025.03: 7 documents inserted (quota: 7, attempts: 1)
[2025-04-23 14:50:47,136] INFO - Sampling 6 documents from bucket: {'by_age': '60s', 'by_channel': '센터컷', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:47,947] INFO - Inserted 6 documents, 0 duplicates (including 0 bulk failures) from 6 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:47,947] INFO - Attempt 1: inserted 6 documents out of 6 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:47,949] INFO - Sampling completed for bucket in index alltns-2025.03: 6 documents inserted (quota: 6, attempts: 1)
[2025-04-23 14:50:47,965] INFO - Sampling 5 documents from bucket: {'by_age': '60s', 'by_channel': '대외계', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:48,806] INFO - Inserted 5 documents, 0 duplicates (including 0 bulk failures) from 5 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:48,806] INFO - Attempt 1: inserted 5 documents out of 5 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:48,807] INFO - Sampling completed for bucket in index alltns-2025.03: 5 documents inserted (quota: 5, attempts: 1)
[2025-04-23 14:50:48,822] INFO - Sampling 4 documents from bucket: {'by_age': '60s', 'by_channel': '대외계', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:49,679] INFO - Inserted 4 documents, 0 duplicates (including 0 bulk failures) from 4 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:49,679] INFO - Attempt 1: inserted 4 documents out of 4 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:49,681] INFO - Sampling completed for bucket in index alltns-2025.03: 4 documents inserted (quota: 4, attempts: 1)
[2025-04-23 14:50:49,695] INFO - Sampling 3 documents from bucket: {'by_age': '60s', 'by_channel': '모바일뱅킹', 'by_gender': 'male', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:50,581] INFO - Inserted 3 documents, 0 duplicates (including 0 bulk failures) from 3 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:50,581] INFO - Attempt 1: inserted 3 documents out of 3 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:50,582] INFO - Sampling completed for bucket in index alltns-2025.03: 3 documents inserted (quota: 3, attempts: 1)
[2025-04-23 14:50:50,597] INFO - Sampling 3 documents from bucket: {'by_age': '60s', 'by_channel': '모바일뱅킹', 'by_gender': 'female', 'index': 'alltns-2025.03'}
[2025-04-23 14:50:51,407] INFO - Inserted 3 documents, 0 duplicates (including 0 bulk failures) from 3 insert_attempted_doc_cnt candidates.
[2025-04-23 14:50:51,407] INFO - Attempt 1: inserted 3 documents out of 3 candidates (index=alltns-2025.03, quota_left=0)
[2025-04-23 14:50:51,410] INFO - Sampling completed for bucket in index alltns-2025.03: 3 documents inserted (quota: 3, attempts: 1)
[2025-04-23 14:50:51,425] INFO - Sampling 1 documents from bucket: {'by_age': '60s', 'by_channel': '현금자동입출금기', 'by_gender': 'male', 'index': 'alltns-2025.03'}
